,领域,类别,问题,扩展问题,SegmentedInput,SegmentedTarget
3207,电子银行,电话银行,电话银行是否可以办理定活通业务,电话中可以将活期存款转定期存款吗,电话 中 可以 将 活期 存款 转定期 存款 吗,电话 银行 是否 可以 办理 定活通 业务
3208,电子银行,电话银行,电话银行是否可以办理定活通业务,定期存款到期了通过电话中怎么操作,定期 存款 到期 了 通过 电话 中 怎么 操作,电话 银行 是否 可以 办理 定活通 业务
3209,电子银行,电话银行,电话银行是否可以办理定活通业务,死期存款是否可以通过电话中将定期转活期,死期 存款 是否 可以 通过 电话 中 将 定期 转活期,电话 银行 是否 可以 办理 定活通 业务
3210,电子银行,电话银行,电话银行是否可以办理定活通业务,只有电话自助注册客户才能通过电话银行将定期转活期吗,只有 电话 自助 注册 客户 才 能 通过 电话 银行 将 定期 转活期 吗,电话 银行 是否 可以 办理 定活通 业务
3211,电子银行,电话银行,电话银行是否可以办理定活通业务,只有柜台注册客户才能通过电话中将定期转活期吗,只有 柜台 注册 客户 才 能 通过 电话 中 将 定期 转活期 吗,电话 银行 是否 可以 办理 定活通 业务
3212,电子银行,电话银行,电话银行是否可以办理定活通业务,着急使用资金怎么把定期转活期,着急 使用 资金 怎么 把 定期 转活期,电话 银行 是否 可以 办理 定活通 业务
3213,电子银行,电话银行,电话银行是否可以办理定活通业务,自助注册客户通过电话银行可以将定期转活期吗,自助 注册 客户 通过 电话 银行 可以 将 定期 转活期 吗,电话 银行 是否 可以 办理 定活通 业务
3214,电子银行,电话银行,电话银行是否可以办理定活通业务,打电话能存定期吗,打电话 能 存 定期 吗,电话 银行 是否 可以 办理 定活通 业务
3215,电子银行,电话银行,电话银行是否可以办理定活通业务,我的定期打电话怎么取,我 的 定期 打电话 怎么 取,电话 银行 是否 可以 办理 定活通 业务
3216,电子银行,电话银行,电话银行是否可以办理定活通业务,我在卡里存了定期，能打电话取出来吗,我 在 卡里 存 了 定期 ， 能 打电话 取 出来 吗,电话 银行 是否 可以 办理 定活通 业务
3217,电子银行,电话银行,电话银行支付转账功能,拨打哪个电话可以通过电话中转账,拨打 哪个 电话 可以 通过 电话 中 转账,电话 银行 支付 转账 功能
3218,电子银行,电话银行,电话银行支付转账功能,电话中可以给哪些账户转账,电话 中 可以 给 哪些 账户 转账,电话 银行 支付 转账 功能
3219,电子银行,电话银行,电话银行支付转账功能,活期存折通过电话中可以对外转账吗,活期 存折 通过 电话 中 可以 对外 转账 吗,电话 银行 支付 转账 功能
3220,电子银行,电话银行,电话银行支付转账功能,借记卡通过电话中可以对外转账吗,借记卡 通过 电话 中 可以 对外 转账 吗,电话 银行 支付 转账 功能
3221,电子银行,电话银行,电话银行支付转账功能,通过电话中可以对外转账吗,通过 电话 中 可以 对外 转账 吗,电话 银行 支付 转账 功能
3222,电子银行,电话银行,电话银行支付转账功能,通过电话中可以给跨行转账转账吗,通过 电话 中 可以 给 跨行 转账 转账 吗,电话 银行 支付 转账 功能
3223,电子银行,电话银行,电话银行支付转账功能,准贷记卡通过电话中可以对外转账吗,准贷 记卡 通过 电话 中 可以 对外 转账 吗,电话 银行 支付 转账 功能
3224,电子银行,电话银行,电话银行支付转账功能,我可以通过电话银行转账吗,我 可以 通过 电话 银行 转账 吗,电话 银行 支付 转账 功能
3225,电子银行,电话银行,电话银行中贷款菜单包括什么功能,查贷款信息到哪查,查 贷款 信息 到 哪 查,电话 银行 中 贷款 菜单 包括 什么 功能
3226,电子银行,电话银行,电话银行中贷款菜单包括什么功能,打电话能查询到贷款还款明细吗,打电话 能 查询 到 贷款 还款 明细 吗,电话 银行 中 贷款 菜单 包括 什么 功能
3227,电子银行,电话银行,电话银行中贷款菜单包括什么功能,打电话能查询到贷款剩余还款金额吗,打电话 能 查询 到 贷款 剩余 还款 金额 吗,电话 银行 中 贷款 菜单 包括 什么 功能
3228,电子银行,电话银行,电话银行中贷款菜单包括什么功能,打电话能查询到贷款下期还款额吗,打电话 能 查询 到 贷款 下期 还款额 吗,电话 银行 中 贷款 菜单 包括 什么 功能
3229,电子银行,电话银行,电话银行中贷款菜单包括什么功能,打电话能查询到贷款余额吗,打电话 能 查询 到 贷款 余额 吗,电话 银行 中 贷款 菜单 包括 什么 功能
3230,电子银行,电话银行,电话银行中贷款菜单包括什么功能,贷款业务必须到柜台查询吗,贷款 业务 必须 到 柜台 查询 吗,电话 银行 中 贷款 菜单 包括 什么 功能
3231,电子银行,电话银行,电话银行中贷款菜单包括什么功能,贷款这个月还请能在电话中确认下还款明细吗,贷款 这个 月 还 请 能 在 电话 中 确认 下 还款 明细 吗,电话 银行 中 贷款 菜单 包括 什么 功能
3232,电子银行,电话银行,电话银行中贷款菜单包括什么功能,可以通过打电话查询的贷款业务功能有哪些,可以 通过 打电话 查询 的 贷款 业务 功能 有 哪些,电话 银行 中 贷款 菜单 包括 什么 功能
3233,电子银行,电话银行,电话银行中贷款菜单包括什么功能,我自己注册的电话银行能查我的贷款吗,我 自己 注册 的 电话 银行 能 查 我 的 贷款 吗,电话 银行 中 贷款 菜单 包括 什么 功能
3234,电子银行,电话银行,电话银行中贷款菜单包括什么功能,我能打电话查到我的贷款信息吗,我 能 打电话 查 到 我 的 贷款 信息 吗,电话 银行 中 贷款 菜单 包括 什么 功能
3235,电子银行,电话银行,什么是电话银行,电话银行95599,电话 银行 95599,什么 是 电话 银行
3236,电子银行,电话银行,什么是电话银行,电话银行服务功能,电话 银行 服务 功能,什么 是 电话 银行
3237,电子银行,电话银行,什么是电话银行,电话银行服务时间,电话 银行 服务 时间,什么 是 电话 银行
3238,电子银行,电话银行,什么是电话银行,电话银行号码,电话 银行 号码,什么 是 电话 银行
3239,电子银行,电话银行,什么是电话银行,电话银行是什么,电话 银行 是 什么,什么 是 电话 银行
3240,电子银行,电话银行,什么是电话银行,电话银行有什么功能,电话 银行 有 什么 功能,什么 是 电话 银行
3241,电子银行,电话银行,什么是电话银行,电话银行怎样拨打,电话 银行 怎样 拨 打,什么 是 电话 银行
3242,电子银行,电话银行,什么是电话银行,可以在晚上打95599吗,可以 在 晚上 打 95599 吗,什么 是 电话 银行
3243,电子银行,电话银行,什么是电话银行,手机打95599,手机 打 95599,什么 是 电话 银行
3244,电子银行,电话银行,什么是电话银行,电话银行是什么意思,电话 银行 是 什么 意思,什么 是 电话 银行
3245,电子银行,电话银行,电话银行渠道消息如何维护,电话银行变更,电话 银行 变更,电话 银行 渠道 消息 如何 维护
3246,电子银行,电话银行,电话银行渠道消息如何维护,电话银行电话号码,电话 银行 电话 号码,电话 银行 渠道 消息 如何 维护
3247,电子银行,电话银行,电话银行渠道消息如何维护,电话银行号码更改,电话 银行 号码 更改,电话 银行 渠道 消息 如何 维护
3248,电子银行,电话银行,电话银行渠道消息如何维护,电话银行号码更新,电话 银行 号码 更新,电话 银行 渠道 消息 如何 维护
3249,电子银行,电话银行,电话银行渠道消息如何维护,电话银行手机号,电话 银行 手机 号,电话 银行 渠道 消息 如何 维护
3250,电子银行,电话银行,电话银行渠道消息如何维护,电话银行手机号变更,电话 银行 手机 号 变更,电话 银行 渠道 消息 如何 维护
3251,电子银行,电话银行,电话银行渠道消息如何维护,个人电话银行变更,个人 电话 银行 变更,电话 银行 渠道 消息 如何 维护
3252,电子银行,电话银行,电话银行渠道消息如何维护,企业电话银行变更,企业 电话 银行 变更,电话 银行 渠道 消息 如何 维护
3253,电子银行,电话银行,电话银行渠道消息如何维护,企业电话银行变更证件,企业 电话 银行 变更 证件,电话 银行 渠道 消息 如何 维护
3254,电子银行,电话银行,电话银行渠道消息如何维护,企业电话银行维护,企业 电话 银行 维护,电话 银行 渠道 消息 如何 维护
3255,电子银行,电话银行,电话银行如何注销,电话银行关闭,电话 银行 关闭,电话 银行 如何 注销
3256,电子银行,电话银行,电话银行如何注销,电话银行关闭条件,电话 银行 关闭 条件,电话 银行 如何 注销
3257,电子银行,电话银行,电话银行如何注销,电话银行停止,电话 银行 停止,电话 银行 如何 注销
3258,电子银行,电话银行,电话银行如何注销,电话银行怎么办理注销,电话 银行 怎么 办理 注销,电话 银行 如何 注销
3259,电子银行,电话银行,电话银行如何注销,个人电话银行关闭证件,个人 电话 银行 关闭 证件,电话 银行 如何 注销
3260,电子银行,电话银行,电话银行如何注销,个人电话银行注销证件,个人 电话 银行 注销 证件,电话 银行 如何 注销
3261,电子银行,电话银行,电话银行如何注销,关电话银行,关 电话 银行,电话 银行 如何 注销
3262,电子银行,电话银行,电话银行如何注销,企业电话银行关闭证件,企业 电话 银行 关闭 证件,电话 银行 如何 注销
3263,电子银行,电话银行,电话银行如何注销,企业电话银行注销证件,企业 电话 银行 注销 证件,电话 银行 如何 注销
3264,电子银行,电话银行,电话银行如何注销,停止电话银行,停止 电话 银行,电话 银行 如何 注销
3265,电子银行,电话银行,电话银行如何注销,取消电话银行有哪些渠道,取消 电话 银行 有 哪些 渠道,电话 银行 如何 注销
3266,电子银行,电话银行,电话银行是否需要绑定手机号,绑定电话号码有误,绑定 电话 号码 有 误,电话 银行 是否 需要 绑定 手机 号
3267,电子银行,电话银行,电话银行是否需要绑定手机号,电话互转,电话 互 转,电话 银行 是否 需要 绑定 手机 号
3268,电子银行,电话银行,电话银行是否需要绑定手机号,电话银行绑定手机号,电话 银行 绑定 手机 号,电话 银行 是否 需要 绑定 手机 号
3269,电子银行,电话银行,电话银行是否需要绑定手机号,电话银行绑定手机号限制,电话 银行 绑定 手机 号 限制,电话 银行 是否 需要 绑定 手机 号
3270,电子银行,电话银行,电话银行是否需要绑定手机号,电话银行绑定转账手机号,电话 银行 绑定 转账 手机 号,电话 银行 是否 需要 绑定 手机 号
3271,电子银行,电话银行,电话银行是否需要绑定手机号,电话银行不能进行动账交易,电话 银行 不 能 进 行动 账 交易,电话 银行 是否 需要 绑定 手机 号
3272,电子银行,电话银行,电话银行是否需要绑定手机号,电话银行手机号网银,电话 银行 手机 号 网银,电话 银行 是否 需要 绑定 手机 号
3273,电子银行,电话银行,电话银行是否需要绑定手机号,电话银行异地手机号码,电话 银行 异地 手机 号码,电话 银行 是否 需要 绑定 手机 号
3274,电子银行,电话银行,电话银行是否需要绑定手机号,电话银行转账手机号,电话 银行 转账 手机 号,电话 银行 是否 需要 绑定 手机 号
3275,电子银行,电话银行,电话银行是否需要绑定手机号,短话互转手机号码,短话 互 转 手机 号码,电话 银行 是否 需要 绑定 手机 号
3276,电子银行,电话银行,电话银行是否需要绑定手机号,通过郑州银行营业厅开通电话银行是否需要绑定手机号,通过 郑州 银行 营业厅 开通 电话 银行 是否 需要 绑定 手机 号,电话 银行 是否 需要 绑定 手机 号
3277,电子银行,电话银行,电话银行是否需要绑定手机号,通过电话银行办理定活通业务是对手机号有要求吗,通过 电话 银行 办理 定活通 业务 是 对 手机 号 有 要求 吗,电话 银行 是否 需要 绑定 手机 号
3278,电子银行,电话银行,电话银行绑定的安全产品是什么,安全口令卡,安全 口令卡,电话 银行 绑定 的 安全 产品 是 什么
3279,电子银行,电话银行,电话银行绑定的安全产品是什么,电话动态口令卡,电话 动态 口令卡,电话 银行 绑定 的 安全 产品 是 什么
3280,电子银行,电话银行,电话银行绑定的安全产品是什么,电话口令卡,电话 口令卡,电话 银行 绑定 的 安全 产品 是 什么
3281,电子银行,电话银行,电话银行绑定的安全产品是什么,电话银行绑定K令,电话 银行 绑定 K 令,电话 银行 绑定 的 安全 产品 是 什么
3282,电子银行,电话银行,电话银行绑定的安全产品是什么,电话银行绑定卡,电话 银行 绑定卡,电话 银行 绑定 的 安全 产品 是 什么
